ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,   รถบรรทุกขนาดเล็ก    ( 4 ล้อ),รถบรรทุกขนาด 2 เพลา  (6 ล้อ),     รถบรรทุกขนาด 3 เพลา (10 ล้อ),   รถบรรทุกพ่วง  (มากกว่า 3 เพลา),   รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,   % ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
4,1201,นาวง - ห้วยยอด,1062+265,"2,506",277,12,24,36,"2,138",88,106,66,54,"5,307",7.05,29,"3,051",ขท.ตรัง,ตรัง
4,1201,นาวง - ห้วยยอด,1076+665,"2,903",735,4,34,3,"4,532",156,328,95,58,"8,848",7.62,1,"3,728",ขท.ตรัง,ตรัง
4,1202,ห้วยยอด - ลำภูรา,1095+200,"2,998",543,39,12,2,"2,496",75,140,49,33,"6,387",4.87,3,"1,654",ขท.ตรัง,ตรัง
4,1203,ลำภูรา - ตรัง,1099+615,"7,221","7,182",138,125,144,"8,921",173,173,96,102,"24,275",3.35,29,"5,171",ขท.ตรัง,ตรัง
4,1204,ตรัง - เขาพับผ้า,1115+547,"5,087","2,867",99,44,91,"6,043",366,359,217,283,"15,456",8.8,109,"5,427",ขท.ตรัง,ตรัง
4,1301,เขาพับผ้า - พัทลุง,1144+104,"3,517","1,408",29,45,31,"3,838",238,181,84,235,"9,606",8.47,7,"1,658",ขท.พัทลุง,พัทลุง
4,1301,เขาพับผ้า - พัทลุง,1160+640,"9,633","3,113",197,98,83,"6,322",592,352,163,166,"20,719",7.02,27,"3,846",ขท.พัทลุง,พัทลุง
4,1302,พัทลุง - นาโหนด,1173+259,"6,535","6,352",497,436,471,"5,372","5,205","5,331","5,192","5,416","40,807",54.04,0,"4,472",ขท.พัทลุง,พัทลุง
4,1304,ห้วยทราย - พรุพ้อ,1205+559,"5,404","1,855",5,17,85,"9,045",539,"1,056",971,"1,299","20,276",19.57,1,"1,305",ขท.พัทลุง,พัทลุง
4,1401,พรุพ้อ - เนินพิชัย,1220+559,"9,747","9,300",102,131,230,"2,592","1,198","1,629","2,021","1,383","28,333",23.27,89,"6,430",ขท.สงขลาที่ 1,สงขลา
4,1401,พรุพ้อ - เนินพิชัย,1230+459,"11,203","10,295",364,257,194,"2,198","1,321",519,708,546,"27,605",12.84,76,"8,562",ขท.สงขลาที่ 1,สงขลา
4,1402,เนินพิชัย - คลองหวะ,1250+759,"10,622","8,105",391,36,71,"10,044","1,537","2,998","2,533","2,188","38,525",24.3,5,"2,926",ขท.สงขลาที่ 1,สงขลา
4,1402,เนินพิชัย - คลองหวะ,1253+359,"11,386","6,916",340,296,29,"12,073",501,"1,061","1,409","1,081","35,092",12.47,22,"4,100",ขท.สงขลาที่ 1,สงขลา
4,1403,คลองหวะ - พังลา,1260+942,"11,111","5,907",673,0,35,"8,488",496,614,334,"1,370","29,028",9.82,25,"9,049",ขท.สงขลาที่ 1,สงขลา
4,1500,พังลา - จุดผ่านแดนถาวรสะเดา (เขตแดนไทย/มาเลเซีย),1280+042,"5,549","1,421",138,166,72,"7,753",364,210,196,"1,471","17,340",14.3,24,"4,579",ขท.สงขลาที่ 2 (นาหม่อม),สงขลา
4,1500,พังลา - จุดผ่านแดนถาวรสะเดา (เขตแดนไทย/มาเลเซีย),1300+842,"3,769","1,491",119,168,49,"3,394",232,281,117,942,"10,562",16.94,7,"3,450",ขท.สงขลาที่ 2 (นาหม่อม),สงขลา
7,101,ถนนศรีนครินทร์ - บางปะกง,17+000,"68,554","35,703",0,"5,071","1,701","48,753","29,234","21,302","3,500","9,845","223,663",31.59,0,0,ขท.พิเศษระหว่างเมือง,กรุงเทพมหานคร
7,101,ถนนศรีนครินทร์ - บางปะกง,25+900,"58,196","60,207",0,"1,912","5,100","46,871","12,605","6,580","10,477","10,224","212,172",22.1,0,0,ขท.พิเศษระหว่างเมือง,สมุทรปราการ
7,103,บางปะกง - หนองรี,45+400,"28,443","9,448","2,028","1,720","3,916","25,225","7,695","3,163","2,610","5,346","89,594",27.29,0,0,ขท.พิเศษระหว่างเมือง,ฉะเชิงเทรา
7,103,บางปะกง - หนองรี,67+900,"26,701","11,713","7,161","1,936","1,450","24,589","4,573","2,489","2,642","5,861","89,115",21.27,0,0,ขท.พิเศษระหว่างเมือง,ชลบุรี
7,104,หนองรี - หนองขาม,79+258,"22,129","13,078",20,16,529,"14,377","5,712","4,005","7,274",11,"67,151",26.13,0,0,ขท.พิเศษระหว่างเมือง,ชลบุรี
7,104,หนองรี - หนองขาม,89+344,"24,612","14,982",18,14,936,"13,207","4,998","4,603","6,752",17,"70,139",24.69,0,0,ขท.พิเศษระหว่างเมือง,ชลบุรี
7,105,หนองขาม - พลา,105+144,"18,316","13,058",843,292,"1,259","11,472","1,310","1,057","3,126","1,537","52,270",16.42,0,0,ขท.พิเศษระหว่างเมือง,ชลบุรี
7,105,หนองขาม - พลา,123+000,"17,229","12,220",631,496,"2,244","8,954","1,476","1,017","1,413","1,574","47,254",17.4,0,0,ขท.พิเศษระหว่างเมือง,ชลบุรี
7,106,ทางต่างระดับบางควาย - ทางต่างระดับบางวัว,2+300,"15,366","2,552","1,401",319,947,"12,480","3,346","1,367","1,028","2,110","40,916",22.28,0,0,ขท.พิเศษระหว่างเมือง,ฉะเชิงเทรา
7,107,ทางต่างระดับคีรี - ทางต่างระดับหนองข้างคอก,2+000,"11,061","15,171",15,10,365,"15,745","6,107","4,080","7,517",16,"60,087",30.12,0,0,ขท.พิเศษระหว่างเมือง,ชลบุรี
7,108,ทางต่างระดับหนองขาม - ท่าเรือแหลมฉบัง,4+000,"9,799","8,853","1,355",93,608,"10,506","5,881","5,468","3,634","4,902","51,099",40.29,0,0,ขท.พิเศษระหว่างเมือง,ชลบุรี
9,102,บางแค - คลองมหาสวัสดิ์,20+430,"53,057","58,171",210,191,334,"59,140","6,819","5,780","3,105","4,823","191,630",10.99,0,0,ขท.ธนบุรี,กรุงเทพมหานคร
9,201,คลองมหาสวัสดิ์ - คลองบางไผ่,36+594,"84,653","16,972",0,0,"1,431","20,140","5,628","5,848","5,405","3,287","143,364",15.07,1,0,ขท.นนทบุรี,นนทบุรี
9,201,คลองมหาสวัสดิ์ - คลองบางไผ่,40+800,"60,226","13,941",0,0,"4,340","32,366","4,608","3,693","3,735","2,935","125,844",15.35,0,0,ขท.นนทบุรี,นนทบุรี
9,202,คลองบางไผ่ - คลองบางหลวง,47+744,"75,210","27,409",0,0,"8,094","13,269","7,827","5,322","4,063","3,596","144,790",19.96,0,0,ขท.นนทบุรี,นนทบุรี
9,301,คลองบางหลวง - ต่างระดับเชียงรากน้อย,64+069,"12,537","3,024","2,708","2,805","2,700","5,405","7,722","7,602","8,002","7,479","59,984",60.53,438,"2,332",ขท.ปทุมธานี,ปทุมธานี
9,301,คลองบางหลวง - ต่างระดับเชียงรากน้อย,78+099,"14,118","13,952","3,070","3,167","3,063","6,118","8,735","8,613","8,928","8,423","78,187",52.35,610,"2,369",ขท.ปทุมธานี,ปทุมธานี
9,401,บางปะอิน - คลองพระยาสุเรนทร์,1+500,"39,264","18,122",523,423,694,"44,864","9,442","7,314","7,920","5,760","134,326",23.49,0,0,ขท.พิเศษระหว่างเมือง,พระนครศรีอยุธยา
9,401,บางปะอิน - คลองพระยาสุเรนทร์,20+500,"40,253","24,002",337,325,528,"41,974","10,444","7,185","7,055","6,295","138,398",23,0,0,ขท.พิเศษระหว่างเมือง,ปทุมธานี
9,402,คลองพระยาสุเรนทร์ - บางพลี,59+500,"88,086","13,538",0,0,419,"20,288","9,535","7,890","1,504","6,623","147,883",17.56,0,0,ขท.พิเศษระหว่างเมือง,กรุงเทพมหานคร
11,201,ช่องแค - ตากฟ้า,16+800,"1,347","1,219",90,8,8,"1,681",128,279,682,530,"5,972",27.38,4,474,ขท.นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
11,201,ช่องแค - ตากฟ้า,38+850,"1,174",444,10,0,17,"2,189",132,154,568,429,"5,117",25.41,1,636,ขท.นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
11,202,ตากฟ้า - ไดตาล,71+000,990,465,10,3,32,"1,599",282,344,"1,717",817,"6,259",51.05,5,232,ขท.นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
11,204,น้ำสาดเหนือ - หนองกลับ,99+500,"1,295",832,0,0,31,"2,623",230,232,876,454,"6,573",27.74,9,828,ขท.นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
11,204,น้ำสาดเหนือ - หนองกลับ,111+650,"1,724",802,0,0,26,"1,806",229,222,468,337,"5,614",22.84,0,476,ขท.นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
11,301,หนองกลับ - เขาทราย,122+100,"1,254","1,076",90,0,79,"1,929",257,190,258,201,"5,334",18.47,0,423,ขท.พิจิตร,พิจิตร
11,302,เขาทราย - สากเหล็ก,143+294,"1,522",665,34,9,22,"1,865",297,220,182,200,"5,016",18.54,8,958,ขท.พิจิตร,พิจิตร
11,401,สากเหล็ก - กกไม้แดง,186+983,"2,055",289,9,11,36,"2,969",277,207,161,180,"6,194",14.08,52,"1,323",ขท.พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
11,402,กกไม้แดง - บ้านป่า,210+841,"4,056","4,251",87,57,214,"5,458",667,738,649,359,"16,536",16.23,45,"2,898",ขท.พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
11,403,บ้านป่า - นาอิน,236+235,"10,296","3,389",41,53,190,"5,532",717,726,724,409,"22,077",12.77,8,"1,194",ขท.พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
11,501,นาอิน - ชัยมงคล,276+099,"1,474",942,0,0,51,"2,455",303,252,294,311,"6,082",19.91,1,45,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
11,502,ชัยมงคล- บึงหลัก,316+698,"9,024","1,629",23,12,87,"2,259",661,577,287,441,"15,000",13.77,3,"1,651",ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
11,503,บึงหลัก - หนองน้ำเขียว,328+826,"3,716",799,5,0,123,"6,387",661,463,440,536,"13,130",16.93,4,908,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
11,503,บึงหลัก - หนองน้ำเขียว,351+340,"2,929","1,604",5,1,78,"5,587",619,422,274,475,"11,994",15.58,0,418,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
11,601,หนองน้ำเขียว - ปางเคาะ,369+006,"2,949","1,238",49,60,60,"4,849",319,292,143,115,"10,074",9.82,27,"1,410",ขท.แพร่,แพร่
11,601,หนองน้ำเขียว - ปางเคาะ,374+406,"2,316","1,294",47,47,36,"3,285",233,177,133,63,"7,631",9.03,29,"1,239",ขท.แพร่,แพร่
11,602,ปางเคาะ - ปางมะโอ,408+100,"3,280",469,206,35,40,221,163,75,89,90,"4,668",10.54,12,241,ขท.แพร่,แพร่
11,602,ปางเคาะ - ปางมะโอ,412+009,"1,256",619,39,31,63,"2,556",221,92,68,90,"5,035",11.22,25,594,ขท.แพร่,แพร่
11,701,ปางมะโอ - ป่าขาม,425+509,"2,746",294,8,0,47,"3,556",345,311,83,189,"7,579",12.86,1,383,ขท.ลำปางที่ 1,ลำปาง
11,701,ปางมะโอ - ป่าขาม,453+219,"5,462",698,130,77,162,"5,986",384,197,315,245,"13,656",10.11,10,"1,790",ขท.ลำปางที่ 1,ลำปาง
11,702,แยกภาคเหนือ - ขุนตาน,469+099,"4,935",531,116,30,83,"4,775","1,125","1,118",983,808,"14,504",28.59,7,"1,700",ขท.ลำปางที่ 1,ลำปาง
11,800,ขุนตาน - อุโมงค์,526+949,"10,118","3,723",400,104,305,"6,145","1,714","1,170",846,694,"25,219",19.16,8,"4,483",ขท.ลำพูน,ลำพูน
11,800,ขุนตาน - อุโมงค์,532+949,"10,616","5,444",362,110,524,"5,113","2,276","1,800","1,290","1,020","28,555",24.58,11,"4,359",ขท.ลำพูน,ลำพูน
11,900,อุโมงค์ - กองบิน 41,543+850,"22,678","8,978","2,179","1,992","2,231","5,425","3,065","2,540","1,483","2,166","52,737",25.56,509,"3,909",ขท.เชียงใหม่ที่ 2,เชียงใหม่
11,900,อุโมงค์ - กองบิน 41,551+500,"19,469","12,318","2,235","1,836","2,400","9,081","3,620","3,175","2,106","2,589","58,829",26.73,680,"5,829",ขท.เชียงใหม่ที่ 2,เชียงใหม่
12,100,กลางสะพานมิตรภาพที่แม่สอด(เขตแดน ไทย / พม่า) - แม่ละเมา,10+015,"2,899","1,359",258,20,22,"6,274",566,233,375,370,"12,376",12.82,199,"2,879",ขท.ตากที่ 2 (แม่สอด),ตาก
12,201,แม่ละเมา - ตาก,56+405,994,793,58,22,13,"2,902",324,143,199,345,"5,793",18.06,13,259,ขท.ตากที่ 1,ตาก
12,202,ตาก - หนองเสือ,114+630,"1,434","1,716",12,9,6,942,88,134,119,126,"4,586",10.51,10,930,ขท.ตากที่ 1,ตาก
12,203,หนองเสือ - วังวน,151+480,"4,007","1,298",20,11,16,941,225,98,146,82,"6,844",8.45,16,603,ขท.ตากที่ 1,สุโขทัย
